id,subset,start_sec,end_sec,duration_sec,transcript_raw,source,audio_url
lbi-22000-013,train-ut,90.18,97.82,7.640,"California nonkwa Kanahstatsi iontátyats Oh, Shé:kon Kanahstatsi Tanon Tewateronhiáhkkwa ne ki ni",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-014,train-ut,99.17,101.64,2.470,tsi ostónha wa'titiatátken' I:'i,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-015,train-ut,102.23,104.36,2.130,ki ó:ni wakatshennón:ni tsi wa'konientéhrha'ne' I:'i,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-016,train-ut,105.00,110.69,5.690,ki ó:ni wakatshennón:ni tsi wa'titsatatientéhrha'ne' Nio tsi ionkwatshennón:ni wahi,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-017,train-ut,113.69,118.77,5.080,Í:kehre tekyatenseró:seron kí:ken onkyátsi ón:wa kén wa'akoké:tohte'.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-018,test-id,119.41,123.89,4.480,Kahentén:te iontákyats nonkwehonwe'néha tánon ne Tsyorhèn:sha,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-019,train-ut,124.54,128.54,4.000,Grace yontákyats. Mitchell teyakohsenná:sere. Tánon' ó:nen,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-020,train-ut,129.84,133.03,3.190,kayé:ri niwáhsen yà:yak niyohserà:ke ó:nen shiyakonyà:kon.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-021,test-id,133.65,137.02,3.370,Kéntho tsi Ahkwesáhsne yenákere. Tánon',ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-022,train-ut,137.58,141.07,3.490,ó:ni í:kehre,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-023,train-ut,144.23,151.85,7.620,tekyatatenró:seron rí:ken:'a(____??) yats ne onkwehonwe'néha ne Tsyorhèn:sha Joe ronwà:yats Lazore tehohsenná:sere.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-024,train-ut,152.84,156.67,3.830,"Tánon' kén:'en ki' Ahkwesásne ranákere. Tsi Snaihne nón:kwa thoténkyon,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-025,train-ut,158.22,161.18,2.960,"ronyà:kon tánon' - rayen. Ok well,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-026,train-ut,164.12,169.06,4.940,"yon'wé:sen ki' nón:wa tsi, yonhwé:sen tsi sewatyé:rens ónhka'k",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-027,train-ut,170.37,172.77,2.400,taesatátken' ta' wa í:yah tetshyenté:ri.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-028,train-ut,173.79,176.44,2.650,Tewakatonhwenstyón:ni ki né: takonyateró:seron',ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-029,train-ut,177.26,180.96,3.700,kén í:re's Tahohtharátye ronwà:yats.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-030,train-ut,181.72,193.45,11.730,"Tahohtharátye ne ki ne kí:ken ne Ko:r ki' ni:'i rina'tónhkhwa. Sha'karonhyó:ta'ne'. Ahh ó:nen ken sasehyá:ra'ne'? Sha'karonhyó:ta'ne'. Í:yah ken ne yahsótha tehonwà:yatskwe. Ahh Bob Deslisle, Ya'nonhá:'a.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-031,train-ut,193.83,196.86,3.030,"Ok, hén. Né:'e tsi ké:hiare",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-032,train-ut,197.63,200.40,2.770,ne ia'kará:ta'ne' tókara niyohserá:ke tsi náhe,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-033,train-ut,201.04,211.36,10.320,í:se wahsekhró:ri' wahsí:ron' yah teseséhyare tsi nisahsennò:ten nà. Í:yah teksén:nayen tsi yononhsatokentì:ke. Thó: nón: káti kén. Sha'keno'khwarék'syah,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-034,train-ut,211.36,222.05,10.690,teksén:nayen nonkwehonwe'néha. Thó: káti ken wathyá:ton' thó: nón:kwa nyá:re. Só:k ná:'a wakhehró:ri' Áktent tayonksennahá:wi. Wa'esasennahá:wi' yon'wé:sen. Wa'aí:ron' yah ki' téhsehre Yanonhà:'a raohsén:na,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-035,train-ut,222.05,228.01,5.960,"í:satst, thó: ki' ne wa'onkhsennarà:ko', Sha'karonhyó:ta'ne'. Ne ki ronwá:ya'ts ne Bob. O tsi nikasenní:yo ne Sha'karonhyó:ta'ne'.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-036,train-ut,228.70,236.83,8.130,"Ok ní:'i Tekahonwén:sere ni yóntyats. Í:yah ki ní:'i tayonkhsenná:wi ne sha'kenákerate. Yah? Né:'e tsi, Isten:'a",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-037,train-ut,237.54,242.66,5.120,"wa'aí:ron', “wentó:re,” wa'aí:ron', “tsi nisahsennò:ten, yah ónhka teyakoteryèn:tare nahò:ten kwáh kén:ton.” Hátskwe.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-038,train-ut,243.39,246.63,3.240,"Wa'kerihwíhsake', wa'kerihwíhsake' yah nonwén:ton thyewakerihwatshénryon.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-039,train-ut,247.35,252.75,5.400,"Tóka tewenhní:take shayà:ta shakorihonnyén:ni kén'en royó'tens,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-040,train-ut,253.63,255.67,2.040,wahihró:ri' ki',ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-041,train-ut,256.42,261.49,5.070,"tsi nahó:ten onwa'k wa'kerihò:kten. Tóka tyahyákhsera ohnà:ken sahákhren, wahén:ron',",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-042,train-ut,262.07,268.70,6.630,"“wa'ketshén:ri' nahò:ten ton.” Tsya'tonénhti yóntyats, ne yonkhsén:non,…Tsya'tonénti… Tsya'tonénhti",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-043,train-ut,269.34,271.42,2.080,ne yóntyats ne sha'kenákerate.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-044,train-ut,272.45,282.96,10.510,"Wahén:ron' wahatken'sé:ron' thí:ken rotihyatonhserá:yen Cook rotina'tónhkhwa'. Thó: watehsén:naren wahén:ron', ne kén:ton",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22000-045,train-ut,283.75,293.77,10.020,"wahén:ron ó:nen'k tsi ron Tsyorhén:sa enkatewennón:tahkhwe', “A humble man.” Hátskwe. Nyóh! Wa'kí:ron' tsi nikasenní:yo, yah ki' tha'tewakaténtshen. Ya'tesókwe'k.Sathsennaté:ni",ratiwennokwas,https://soundcloud.com/ratiwennokwas/1-introducing-someone-to/s-LDMxUuDDy6y
lbi-22001-000,train-ut,5.43,9.76,4.330,"Hé: wa'kerihwà:ronke' wa'tehsatóhetste' ki' McGill ya'sateweyénhstahkwe. Hén,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-001,train-ut,10.71,21.35,10.640,"ó:nen kwáh kén nahè:'a. Oh ón:wa'k ó:nen wa'kerihwà:ronke'. Wa'tkonnonhwerá:ton' tsi thó: na'à:wen'ne', wa'konyatshennón:ya'se' Nyá:wen, é:so onkyó'ten'.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-002,train-ut,21.35,23.51,2.160,Ki' ónhte wáhi. Nek tsi wa'kkwé:ni',ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-003,train-ut,26.07,32.20,6.130,"ki. 'i ó:ni tekonnonhwerá:tons, satshá:ni, nisawiraká:te tánon' wahskwé:ni' wahsatéweyenhste'.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-004,train-ut,33.72,39.74,6.020,"Né:'e ki' aorì:wa entá:on'k wa'katéweyenhste', né:'e tsi wakewiraká:te,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-005,train-ut,40.63,47.26,6.630,"nayà:wen ten'k aonkyó'ten'. Hén, tánon' yon'wé:sen tsí'k ayeweyentéhta'ne' wáhi. ton",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-006,train-ut,49.06,53.46,4.400,kí:ken ón:wa'k wa'kyontóhetste' yakohyatonhserayentà:'on ahonwatirihónnyen'. Oh,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-007,train-ut,54.05,64.36,10.310,nahò:ten enhsí:ron'? Hao' ki'. Wa'tkonnonhwerá:ton' kí:ken entá:'onts ki' tsi ní:kon sayo'tenhserò:ten tánon' tsi ten ní:kon wahskwé:ni' wa'tesatohetstányon' tánon',ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-008,train-ut,64.36,66.64,2.280,táhsawen' ne ahsherihónnyen' ne tho ne i:'i,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-009,train-ut,67.24,77.44,10.200,onkyokyóhkwa. Tánon' thikawenní:yo ka'nón:we ne aontayesatewenna'táhse' ne tasherihwathé:ton tsi nitewawennò:ten ahskwé:ni',ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-010,train-ut,77.44,85.18,7.740,asherihónnyen' wáhi. É:tho'k káti ní:kon wa wa'tkonnonhwerá:ton' tsi ní:kon sayo'tén:'on tánon' thó:wa wahskwé:ni' wáhi nahsatóhetste' tsi nahò:ten ní:kon yesarhá:ren'.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-011,train-ut,86.01,88.99,2.980,Thó: káti nikawén:nake nón:wa takewennóhetste'.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-012,train-ut,90.87,94.51,3.640,Wa'tkonrénhseron' ne kí:ken tsi wa'tehsatóhetste' ó:nen,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-013,train-ut,95.08,97.97,2.890,"tsi yonteweyenhstáhkhwa é:neken,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-014,train-ut,98.72,101.58,2.860,"- neken nikahyà:ton. Nyá:wen, nyawenhkó:wa.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-015,train-ut,102.37,112.40,10.030,"Karì:wes ki' ó:nen sewakatatya'takéhnha ó:nen tsyà:ta niwáhsen ta na'tewakohseriyà:kon, ón:wa'k wa'tkatóhetste'. Ón:wa'k ó:nen. Ó:nen tsi ya'tkatóhetste'. Ó:nen sateryèn:tare,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-016,train-ut,113.00,123.37,10.370,"khé:re ne tontatákhete' khé:re. Tóhsa ki' ne takí:tenh'k. Kí:ken ne ónhka tayontóhetste'. Kwáh tsi katéhen's akonrihwanón:tonhse', nonwén:ton ken se káneka ya'tesatohétston?",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-017,train-ut,123.52,132.31,8.790,"Kwáh yah nonwén:ton káneka tha'tewakatohétston. ten, kwáh ki' wé:ne, wé:ne tsi nisewennò:ten. Wé:ne tsi na'tewaká:kera's. Hen",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-018,train-ut,133.02,137.19,4.170,"tó:ske né:'e. He:, tsyorì:wa thí:ken ne saya'takéhnha",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-019,train-ut,137.73,143.01,5.280,"kén shitisayèn:ha, yah ki ne árokhe, shiyorì:wase ayonteweyenhstà:na.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-020,train-ut,143.81,148.85,5.040,"Énhska tewaktohétston, sha'khyatonhserayén:ta'ne' karíhstatsi ontyó'ten'.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-021,train-ut,149.77,154.14,4.370,"Hén, énhska nahò:ten. Í:yah ki' é:so tsi yonterihwayenhstáhkwate,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-022,train-ut,154.70,157.90,3.200,né:k ki' ne entastsikwahrontónnyon' nahò:ten. Thó:'k,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-023,train-ut,158.57,163.19,4.620,ní:kon. Well é:so ki' ne aonsaya'takéhnha'. É:so. Né:'e kaya'takwe'ní:yo.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-024,test-id,163.97,168.07,4.100,É:so ne wa'tkatstikáhwha' ó:nen. te thí:ken ahsateweyenhstà:na',ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-025,train-ut,168.69,179.16,10.470,"yesarihónnyen' nya'tekón:shon, nya'tekón:shon,… yah nonwén:ton tháhsatste'. Í:yah tháhsatste'. Ok nà:'a ní:se aorì:wa tsi ní:se wa'tehsatóhetste'. Hen, né:'e ki' rón:ton É:so wahshenyáhe'se'.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-026,train-ut,179.50,188.85,9.350,"Yah nonwén:ton teyonkenháhsion. Kwah, ki thakí:ron' yonyahé:sen tsi nishya'tò:ten, yah ki nonwén:ton teyesahnhásyon. Í:yah. Oh káti ní:tsi ayesahnháhsi', í:yah",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22001-027,train-ut,189.66,198.99,9.330,"káneka. ti. Í:yah káneka tetshisayo'tèn:'en. Oh káti ní:tsi ayesahnháhsi', yah káneka. Wakatahsehtonhátye's",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-a-congratulating-a-graduate/s-4mgqEIJ3JJ5
lbi-22002-000,train-ut,4.06,7.15,3.090,Ne ki' wakathón:te karihwanákeres.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-001,train-ut,7.78,13.74,5.960,"Akwé: yakonehrakò:'on. Nahò:ten né:'e? Ne ki' tsi sahrhá:re,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-002,train-ut,14.26,19.17,4.910,yá:ken. Ok ná:'a takonttó:ka's Ne ki teyehtharáhkhwa ne,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-003,train-ut,20.04,24.53,4.490,tsi'k nón:we... Takí:tenhr ki konnón:kwe ken nonkwá:ti. Yah,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-004,train-ut,25.20,28.09,2.890,tayonkí:tenhre. Tó:ske,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-005,train-ut,29.47,33.32,3.850,káti kén? Kátke yesayà:thewe?,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-006,train-ut,34.30,38.49,4.190,"Tsi niyó:re ta', ta' kén yén:kewe ne kayé:ri niwenhní:take. Oh,",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-007,train-ut,39.12,45.05,5.930,tánon' thó: náhe sarihwaséhton? Ohstónha katéhens.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-008,train-ut,45.97,48.19,2.220,Ó:nen sé kwáh kén na'tewakóhseriyà:kon.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-009,train-ut,48.75,56.06,7.310,"Yah thé: tewé:ne. Tóka nón:wa tó:ske yewiraninón:re, kwáh tokén:'en ayekárya'ke' tsi ayakowirayén:ta'ne'. Yah ónhte akaónha",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-010,train-ut,56.95,62.01,5.060,thayewirayén:ta'ne'. Tá' nón:wa. Satewirarakóhe ken?,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-011,train-ut,62.70,71.56,8.860,Yah ken? Ok niyawèn:'en. Yah tewakateryèn:tare oh na'à:wen'. Wa'akotétshen' yá:ken tsi yakohrhá:re tánon' tayakéhtahkwe'. ke,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-012,train-ut,73.82,76.09,2.270,Oh ki wa'kerihwà:ronke',ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-013,train-ut,77.20,79.98,2.780,tsi ó:ya teseniwirayentá:sere.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-014,train-ut,81.48,83.66,2.180,Ayà:wen's tsi aetsyatera'swiyóhake'.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-015,train-ut,84.66,91.04,6.380,"Tóka' roskenhrakéhte, ahronkwe'tiyóhake' ki tóhsa í:se aonsahyayé:ren'.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-016,train-ut,91.61,97.66,6.050,Nyó: wáhi Tóka' tsyakothonhwí:sen ayà:wen's ki ni' ne tsi ayakonkwe'tiyóhake'.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-017,train-ut,98.25,108.52,10.270,"O, thó: ki' ni tsi ó:nen néne sateryèn:tare ken tsi tyóhton niwakewí:rayen. Káton ken ná:'a tsyà:ta? Hátskwe, ó:nen... tsyà:ta.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-018,train-ut,108.52,118.57,10.050,"Tóka't oyé:ri. Wa'tkateryentawénrye', tsyà:ta niháti. Yá:yak nihá:ti rotihskenrakéhte, tsyeyà:ta't niyeya'tò:ten tyakothonhwí:sen. Hátskwi. Yah ki' néne...",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-019,train-ut,119.38,122.53,3.150,O kwáh sé's ki' ní:'i nó:nen ya'káhawe' ne,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-020,train-ut,123.59,129.90,6.310,akahwatsirowánhnha'... ...kwáh yah thé: nonwén:ton tha'tewaka'nikonhrháre niyeya'toténhake'.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-021,train-ut,130.61,133.62,3.010,Wakatonnháhare tsi owirá:'a.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-022,train-ut,134.22,143.04,8.820,"Rón:ton sé's wáhi owirá:'a akwé:kon yóhskats na'teyeya'tò :ten. Í:se sá:wen, í:se teshéhsnye ahsheyehyà:ron'.",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-023,train-ut,143.84,150.83,6.990,"Nek karihwanóntha. Né waterihwanóntha. Karihwanóntha. Ók ní:se, tó: ní:se nisawí:rayen?",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-024,train-ut,151.45,153.55,2.100,Áhsen. Áhsen ne?,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-025,train-ut,154.09,159.38,5.290,"Ok áhsen. Ahsen. Tehniyáhsen rohskenhrakéhte, tsyeyà:ta tsyakothonwí:sen. Ah yon'wé:sen ki ne tsi...",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-026,train-ut,160.32,165.62,5.300,Akwé:kon ronatehyarónnyon. Ken? Ó:nen káti ken sáhson tsi ne kayo'ténhsera.,ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
lbi-22002-027,train-ut,166.79,170.88,4.090,"Ó:nen ki' kheyo'tátye'. Hen tánon' rón:ton sé kayo'ténhsera, yah ki ni thé:",ratiwennokwas,https://soundcloud.com/ratiwennokwas/2-b-congratulating-expecting-a/s-kY9OS00Ud7C
