id,subset,start_sec,end_sec,duration_sec,transcript_raw,source,audio_url
30709-014,train-ut,74.97,78.40,3.430,"ma mua o ke kani, a o koʻu hīmeni ʻana, kani ka mandolin,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30709-015,train-ut,79.46,81.56,2.100,"a, kani ke kīkā, kani ka ʻukulele,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30709-016,train-ut,82.67,90.16,7.490,"kani ka bass. A hoʻohui ʻia. Hoʻohui ʻia kēia mea i hoʻokahi, na koʻu engineer nō kēlā. Maikaʻi.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30709-017,train-ut,90.72,93.64,2.920,"He akamai o ka poʻe o kēia manawa. Ua akamai hoʻi. Nui nā,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30709-018,train-ut,94.28,100.88,6.600,"nui nā maikaʻi. ʻAe. No laila. ʻO, ʻo ia kani mai, Aloha kuʻu pua ʻōhai, i loaʻa i ke onaona lima. Auē",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30709-019,train-ut,101.95,107.18,5.230,"ke aloha ē. ʻO ka ʻo ka ʻōhai, he, he he lāʻau ia,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30709-020,train-ut,108.00,111.37,3.370,ʻaʻole anei? He kumu lāʻau kēlā. ʻĒ. Kumu lāʻau kēlā. ʻAe.,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30709-021,train-ut,112.30,118.70,6.400,"E hoʻolohe paha kākou, ʻAe. ʻAe. ʻAe. i kēia manawa i kēia mele ʻo Pua ʻŌhai na, Hiki, hiki nō. Pāpā Keoni i haku. Hiki",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-002&getmedia=true
30710-000,train-ut,181.73,188.12,6.390,"mele kahiko kēia, ʻaʻole anei? Ua Noho Wau A Kupa. ʻAe, he mele kahiko loa kēlā. He mele kahiko",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-001,train-ut,188.72,190.84,2.120,loa kēlā. Na wai i haku? Kā.,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-002,train-ut,191.93,202.45,10.520,"Koʻu lohe mai na Liliʻiuokalani i haku i kēlā hīmeni. ʻO ia. A pehea ka manaʻo o ka mele? Kā, eia ka manaʻo, ʻo ia hoʻi, Ua noho au a kupa i kou alo, A",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-003,train-ut,202.53,204.90,2.370,kamaʻāina i kou leo ʻĒ. Ka hiʻona,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-004,train-ut,205.69,210.00,4.310,ka manaʻo lā i laila I ʻaneʻi ka waihona a ke,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-005,train-ut,210.82,217.27,6.450,"aloha ʻAe. A, ka, ka paukū, Aia i ka wēkiu ka pua lehua",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-006,train-ut,218.15,225.35,7.200,Ke ona ʻia maila e nā manu ʻAe. Pili ʻia ka makani Waiolohia,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-007,train-ut,226.20,228.63,2.430,Ua laʻahia au me ka Mālua Kele,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-008,train-ut,229.70,232.40,2.700,"ʻAe. Aia lā. Ka paukū ʻelua o ka hīmeni,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-009,train-ut,232.99,235.64,2.650,ʻAe. Paʻēʻē mai ana e ka leo o ka hikihiki,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-010,train-ut,236.51,238.92,2.410,Hiki ʻanoʻai ke ʻala o ka pēsila,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-011,train-ut,239.91,242.18,2.270,Sila ʻia iho kō aloha lā welawela,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-012,train-ut,243.17,246.91,3.740,E uhoʻi nō māua lā e pili E uhoʻi ʻolua e pili,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-013,train-ut,247.69,251.28,3.590,"ʻAe, ʻaʻole i hīmeni ʻia kēlā mau paukū pau loa i kēia manawa",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-014,test-id,265.99,272.41,6.420,"He kaona ko ke mele. ʻĒ. ʻAe, e haʻi aku ana ʻoe i kou aloha iā ia ala.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30710-015,train-ut,273.21,277.02,3.810,"E haʻi mai ana nō hoʻi me kēlā i kou, kona aloha iā ʻoe. Pēlā ihola.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-003&getmedia=true
30712-000,train-ut,1.51,6.83,5.320,'AE A - PEHEA KOU MANA'O,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-001,train-ut,7.70,13.40,5.700,"i kēia mele āu i haku ai, ʻo ia ʻo Pānini Pua Kea. ʻAe. Maikaʻi loa kēlā.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-002,train-ut,14.27,24.29,10.020,"Kuhikuhi mai koʻu ʻohana iaʻu. ʻĒ. Haʻi ʻia, ke noho mai nei ʻoe i ka mea, i ka ulu pānini, mea, I hea? hana, i, i ʻUlupalakua. I Maui? ʻAe. I Maui au i kēlā",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-003,test-id,24.29,27.55,3.260,"manawa. ʻAe. Mōkākī ka pānini o kēlā wahi. Mōkāki, yeah. ʻAʻohe. Ka",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-004,train-ut,28.29,31.32,3.030,"ʻai a ka pipi. ʻAe, a ʻo ia. Na ka pipi ka ʻai. No laila,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-005,train-ut,31.92,34.74,2.820,"ua haku au i kēlā mele i koʻu wā e noho ana i,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-006,train-ut,35.26,38.03,2.770,ʻUlupalakua i ka ulu pānini. ʻAe.,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-007,train-ut,38.97,46.84,7.870,"He pānini iā ʻoe. I kekahi poʻe, he pāpipi. Pololei nō, well, ʻĒ. aia nō i kā lākou mea makemake e kāhea, pāpipi. ʻĒ.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-008,test-id,47.96,51.33,3.370,"A hana ʻia ka pānini, ka hua o ka pānini i mea",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-009,train-ut,51.91,58.12,6.210,INU 'A'OLE ANEI 'AE MEA LAMA 'E HANA HANA AU WAI 'ONA - 'E WAI 'ONA HANA AU I KEIA MEA,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-010,train-ut,58.85,69.27,10.420,"a lawe aku nei a hāʻawi i koʻu ʻohana makua kāne, a makemake ʻo ia i kēlā mea. Pēia nō koʻu poʻe kūpuna o Waimea. Nui ka pāpipi, pānini hoʻi o kēlā wahi. ʻO ia. ʻĒ.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-011,train-ut,69.27,76.44,7.170,"Hana ʻia i mea, wai ʻona. Ka hua ʻulaʻula. ʻĒ. ʻElua ʻano hua ko ka ko ka pānini? ʻĒ. Pānini pua kea, pānini ʻulaʻula. A ʻo",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-012,train-ut,76.97,87.05,10.080,"ia. He mānalo nō ke, ke pala ka pānini. ʻĒ. ʻĒ. ʻĒ. Ke pala ka pānini. Mālama mālama nō naʻe ʻoe i kukū? Me ka",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-013,train-ut,87.05,92.59,5.540,"heuheu. ʻAʻohe, ʻaʻohe au i, ʻĒ. Kukū i ka ʻili. Auē. ʻAʻohe au i, i makaʻu i ia mea no ka mea,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-014,train-ut,93.61,96.52,2.910,"a hauhoa nō i koʻu lima i ke, i ke ʻeke, a,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-015,train-ut,97.18,99.62,2.440,HELE AKU NEI - HOPU I KA PANINI 'E,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30712-016,train-ut,100.64,106.09,5.450,ʻAe. E hoʻolohe paha kākou i kēia mele āu i haku ai ʻo Pānini Pua Kea. ʻO ia hoʻi. Pānini Pua Kea. ʻAe.,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-005&getmedia=true
30713-000,train-ut,1.94,5.17,3.230,"ʻAnoʻai, ʻanoʻai ke aloha e nā pua o ka ʻāina.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-001,train-ut,5.80,9.90,4.100,Eia hou mākou ke hoʻolaha nei i ko kākou ʻōlelo makuahine.,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-002,train-ut,10.79,14.77,3.980,"Eia me aʻu i kēia ahiahi, kuʻu hoa kipa no Kahana mai, ʻo",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-003,train-ut,15.42,19.11,3.690,Mrs. Hattie Au. E oli ana ʻo ia,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-004,train-ut,19.66,21.73,2.070,i ke mele ʻo Liuliu Wale,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-005,train-ut,22.71,25.81,3.100,"no ka mea hula e komo ana i ka pā hula,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-006,train-ut,26.41,29.56,3.150,"a e pane ana ʻo ia me ke mele komo,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-007,test-id,30.08,33.92,3.840,Kūnihi Ka Mauna O Ka Laʻi O Waiʻaleʻale.,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-008,train-ut,35.86,41.01,5.150,Liuliu Wale Liuliu wale i ka uka o Koholalele,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-009,train-ut,41.57,44.08,2.510,Ma uka o ka papa lai ē,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30713-010,train-ut,45.19,54.25,9.060,"E komo, e komo hoʻi au ma loko Inā ka puʻu nui o waho nei lā",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-006&getmedia=true
30714-000,train-ut,0.25,6.17,5.920,'AE 'O 'OE NO KE KUPUNA WAHINE O GLENN YEAH 'O IA - 'AE KELA 'AE,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-007&getmedia=true
30714-001,train-ut,7.40,12.14,4.740,"A. a me nā oli kahiko. ʻoe, ʻoe. ʻAe. Makemake loa wau.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-007&getmedia=true
30714-002,test-id,13.22,16.89,3.670,"kēia ma nuna o ko kākou poʻohiwi. ʻO ia, kēlā. ʻAe.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-007&getmedia=true
30715-000,test-id,2.03,8.11,6.080,"Nui paha kou haʻaheo i kāu moʻopuna. ʻŌ, nui koʻu haʻaheo, Aloha nō. haʻaheo māiki* wau, ʻAe. Gee.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-008&getmedia=true
30716-000,train-ut,0.64,10.85,10.210,"ʻĒ, aloha kāua. ʻAe, aloha nō. Lōʻihi lōʻihi loa, ʻaʻole wau ʻike iā ʻoe. ʻAe, maopopo nō iaʻu, aia nō ʻo Kamehameha ke kali nei. ʻAe. E, e hoʻi e hoʻi hou mai ana paha",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-001,train-ut,10.85,20.95,10.100,"kēia. ʻAe, hele mai e aʻo, aʻo i nā ʻōlelo kanaka i kēia poʻe o neʻi nei. ʻAe. A pehea kāu ʻōlelo Hawaiʻi i kēia manawa? Maikaʻi. ʻAʻohe nō",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-002,train-ut,20.95,30.11,9.160,"naʻe au e lawe i, i kēlā hale kula, nā kula. ʻAe. A pehea, kekahi mau haumāna, he mau haumāna ʻē aʻe paha hiki iā lākou ke ʻōlelo Hawaiʻi ma Kamehameha?",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-003,train-ut,30.66,40.90,10.240,"ʻAʻohe maopopo iaʻu ʻo koʻu palala wale nō ka mea i kāhea mua aku nei. ʻO ia? ʻAe. A aia ʻo ia i Kamehameha kekahi? ʻAe. Auē. Maikaʻi kēlā, maikaʻi kēlā. ʻĒ.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-004,train-ut,41.29,46.26,4.970,"ʻAe, mahalo. A, Aia, aia, noʻonoʻo aku nei au, walaʻau mai nei ʻo, ʻo mea, ʻo, ʻo",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-005,train-ut,47.32,55.68,8.360,"Akaka, ʻAe. Kaniela. Kaniela? ʻAe. ʻAe. Nāna, nāna i ʻōlelo mai iaʻu, aia ʻo ia ia, aia ʻo ia ke lawe nei i nā hana,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-006,train-ut,56.41,66.46,10.050,"na Kimura, ʻAe. kona inoa, ʻae, ʻAe. Nāna e aʻo iā ia. ʻAe, pololei, ʻAe. Pololei, ʻae. Hauʻoli aku nei au i koʻu ʻike ʻana aku iā ia. ʻAe.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-007,train-ut,67.26,72.08,4.820,"ʻAe. ʻAe. Auē. A pehea kāu hana ma Kamehameha i kēia manawa, maikaʻi? Maikaʻi me nā,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-008,train-ut,72.59,75.72,3.130,A 'E KULA -,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-009,train-ut,76.80,83.58,6.780,- 'A'OHE NO NA'E MAIKA'I 'A'OHE O'U MAKEMAKE E HO'IKE AKU 'AE,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-010,test-id,84.10,88.13,4.030,"A kokoke nō pau e, kokoke nō paha e pau? Aha? Kokoke nō paha e puka.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-011,test-id,88.71,92.32,3.610,"A, ʻelua koe makahiki. Lōʻihi kēlā. ʻO ia.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30716-012,train-ut,92.85,100.47,7.620,"Auē. Aloha nō. ʻAe. ʻAe. ʻAe. Mahalo kēia walaʻau ʻana. ʻAe. A hui hou aku, ʻeā? Ke Akua pū me ʻoukou a pau. ʻĒ, mahalo a nui loa. ʻAe. ʻAe. A",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-009&getmedia=true
30718-000,test-id,1.36,4.35,2.990,"Ua haku ʻia kēia kēia mele akā ua, ua,",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-011&getmedia=true
30718-001,train-ut,5.34,10.11,4.770,"ua kākau iaʻu, pāniki ʻia kēia mele.",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-011&getmedia=true
30718-002,train-ut,10.95,13.61,2.660,"Akā i kēia ahiahi, mamake au e",ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-011&getmedia=true
30718-003,train-ut,15.55,18.87,3.320,mele i kēia mele no ka,ulukau,https://ulukau.org/kaniaina/cgi-bin/imageserver.pl?oid=KIKM-KIKM-011&getmedia=true
